Title,Description,category,combined_text
Microsoft LUIS: coreference,"<p>I'm looking for solution to be able to manage <a href=""https://medium.com/huggingface/state-of-the-art-neural-coreference-resolution-for-chatbots-3302365dcf30"" rel=""nofollow noreferrer"">coreference</a> into conversation with Microsoft LUIS and Microsoft Bot Framework SDK.</p>

<p>Is there any existing solution into Microsoft's environment ?</p>
",Coreference & Relation Extraction,microsoft luis coreference looking solution able manage coreference conversation microsoft luis microsoft bot framework sdk existing solution microsoft environment
replace coreference resolution words in sentence using stanford corenlp,"<p>I am using stanford corenlp to get the coreference resolution. This is the code iam using now.</p>

<pre><code>from stanfordnlp.server import CoreNLPClient

# set up the client
client = CoreNLPClient(properties={'annotators': 'coref', 'coref.algorithm' : 'statistical'},max_char_length=10000000, timeout=600000000, memory='16G')

# submit the request to the server
ann = client.annotate(text)    

mychains = list()
chains = ann.corefChain
for chain in chains:
    mychain = list()
    # Loop through every mention of this chain
    for mention in chain.mention:
        # Get the sentence in which this mention is located, and get the words which are part of this mention
        # (we can have more than one word, for example, a mention can be a pronoun like ""he"", but also a compound noun like ""His wife Michelle"")
        words_list = ann.sentence[mention.sentenceIndex].token[mention.beginIndex:mention.endIndex]
        #print(words_list)
        #build a string out of the words of this mention
        ment_word = ' '.join([x.word for x in words_list])
        print(ment_word)
        mychain.append(ment_word)
    mychains.append(mychain)

for chain in mychains:
    print(' &lt;-&gt; '.join(chain))
</code></pre>

<p>Iam getting outputs like this,</p>

<pre><code>Deepika &lt;-&gt; She &lt;-&gt; her
he &lt;-&gt; a dog &lt;-&gt; him &lt;-&gt; He
</code></pre>

<p>I want the replaced sentence. Anyone tell how to modify this code to get the replaced sentence. I am using latest Stanford Corenlp not the old one. </p>
",Coreference & Relation Extraction,replace coreference resolution word sentence using stanford corenlp using stanford corenlp get coreference resolution code iam using iam getting output like want replaced sentence anyone tell modify code get replaced sentence using latest stanford corenlp old one
NLP Coreference resolution,"<p>I am new in NLP domain and was going through this blog:
<a href=""https://blog.goodaudience.com/learn-natural-language-processing-from-scratch-7893314725ff"" rel=""nofollow noreferrer"">https://blog.goodaudience.com/learn-natural-language-processing-from-scratch-7893314725ff</a></p>

<p><a href=""https://i.sstatic.net/614BQ.gif"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/614BQ.gif"" alt=""enter image description here""></a></p>

<blockquote>
  <p>London is the capital of and largest city in England and the United
  Kingdom. Standing on the River Thames in the south-east of England, at
  the head of its 50-mile (80 km) estuary leading to the North Sea,
  London has been a major settlement for two millennia. It was founded
  by the Romans.</p>
</blockquote>

<p>I have the experience in NER and POS tagging using spacy.
I would like to know that how i will link the <strong>london</strong> with <strong>it</strong> like:</p>

<p>London is the capital .....</p>

<p>It has been a major settlement..</p>

<p>It was founded by the Romans....</p>

<p>I have tried the Dependency parser but not able to produce the same result.
<a href=""https://explosion.ai/demos/displacy"" rel=""nofollow noreferrer"">https://explosion.ai/demos/displacy</a></p>

<p>I am open to use any other library, please suggest the right approach to achieve it </p>
",Coreference & Relation Extraction,nlp coreference resolution new nlp domain wa going blog london capital largest city england united kingdom standing river thames south east england head mile km estuary leading north sea london ha major settlement two millennium wa founded roman experience ner po tagging using spacy would like know link london like london capital ha major settlement wa founded roman tried dependency parser able produce result open use library please suggest right approach achieve
How can we implement coreference resolution in a given text using python?,"<p>Currently I have identified the noun phrases in a given text.Now I need to identify whether there are references among them. </p>

<p><strong>For an example:</strong> </p>

<p>There are two doors in a house,door_X and door_Y. 
If both doors are open the house is unsafe.</p>

<p>I need to map the ""doors"" in 2nd sentence with door_X and door_Y</p>
",Coreference & Relation Extraction,implement coreference resolution given text using python currently identified noun phrase given text need identify whether reference among example two door house door x door door open house unsafe need map door nd sentence door x door
Coreference resolution in python nltk using Stanford coreNLP,"<p>Stanford CoreNLP provides coreference resolution <a href=""http://nlp.stanford.edu/software/dcoref.shtml"" rel=""noreferrer"">as mentioned here</a>, also <a href=""https://stackoverflow.com/questions/30954649/coreference-resolution-using-stanford-corenlp"">this thread</a>, <a href=""https://stackoverflow.com/questions/30362691/stanford-corenlp-wrong-coreference-resolution"">this</a>,   provides some insights about its implementation in Java.</p>

<p>However, I am using python and NLTK and I am not sure how can I use Coreference resolution functionality of CoreNLP in my python code. I have been able to set up StanfordParser in NLTK, this is my code so far.</p>

<pre><code>from nltk.parse.stanford import StanfordDependencyParser
stanford_parser_dir = 'stanford-parser/'
eng_model_path = stanford_parser_dir  + ""stanford-parser-models/edu/stanford/nlp/models/lexparser/englishRNN.ser.gz""
my_path_to_models_jar = stanford_parser_dir  + ""stanford-parser-3.5.2-models.jar""
my_path_to_jar = stanford_parser_dir  + ""stanford-parser.jar""
</code></pre>

<p>How can I use coreference resolution of CoreNLP in python?</p>
",Coreference & Relation Extraction,coreference resolution python nltk using stanford corenlp stanford corenlp provides coreference resolution mentioned also however using python nltk sure use coreference resolution functionality corenlp python code able set stanfordparser nltk code far use coreference resolution corenlp python
Stanford CoreNLP Not Respecting Overrides,"<p>I've modified several of the files used by CoreNLP for Coreference Resolution. It doesn't appear to be using that list. Has anyone had success in overriding their base dcoref dictionaries? </p>

<p>Here is my code to get the CorefChain:</p>

<pre><code>public class CorefChains {

    StanfordCoreNLP pipeline;

    public CorefChains() {
        Properties props = new Properties();
        props.put(""dcoref.male"",""male.unigrams.txt"");
        props.put(""dcoref.female"",""female.unigrams.txt"");
        props.put(""dcoref.animate"",""animate.unigrams.txt"");
        props.put(""dcoref.inanimate"",""inanimate.unigrams.txt"");
        props.put(""dcoref.demonym"",""demonyms.txt"");
        props.put(""dcoref.neutral"",""neutral.unigrams.txt"");
        props.put(""annotators"", ""tokenize, ssplit, pos, lemma, ner, parse, dcoref"");
        this.pipeline = new StanfordCoreNLP(props);
    }

    public Map&lt;Integer, CorefChain&gt; getCoreferences(String str) {
        Annotation document = new Annotation(str);
        pipeline.annotate(document);
        Map&lt;Integer, CorefChain&gt; graph = document.get(CorefChainAnnotation.class);
        return graph;
    }
}
</code></pre>

<p>(I have also tried putting the dcoref properties after the pipeline properties.) </p>

<p>Here is what Eclipse's debugger is showing me (I removed Malta from inanimatite.unigrams.txt, neutral.unigrams.txt, and demonyms.txt. I added it to female.unigrams.txt and animate.unigrams.txt). </p>

<p><a href=""https://i.sstatic.net/Xm4vh.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/Xm4vh.png"" alt=""Eclipse Debugger""></a></p>
",Coreference & Relation Extraction,stanford corenlp respecting override modified several file used corenlp coreference resolution appear using list ha anyone success overriding base dcoref dictionary code get corefchain also tried putting dcoref property pipeline property eclipse debugger showing removed malta inanimatite unigrams txt neutral unigrams txt demonyms txt added female unigrams txt animate unigrams txt
Reducing the execution time of Stanford corenlp?,"<p>I am using Stanford Core NLP in my project,
I am performing Parsing, Pos tagging, Ner, COREF resolution  of nearly 100 sentences.
But it is consuming too much of time.</p>

<p>How to use Threads to reduce the execution time of Stanford coreNlp?</p>
",Coreference & Relation Extraction,reducing execution time stanford corenlp using stanford core nlp project performing parsing po tagging ner coref resolution nearly sentence consuming much time use thread reduce execution time stanford corenlp
How to generate custom triples with OpenIEDemo.java provided by stanford-nlp,"<p>I have trained custom NER and Relation extraction model and I have checked generating triples with corenlp server but when I'm using <a href=""https://github.com/stanfordnlp/CoreNLP/blob/master/src/edu/stanford/nlp/naturalli/OpenIEDemo.java"" rel=""nofollow noreferrer"">OpenIEDemo.java</a>
to generate triples it's generating triples having relations ""has"" and ""have"" only but not the relations on which I have trained my Relation Extraction model on.</p>

<p>I'm loading custom NER and Relation Extraction model while running the same script. Here is my OpenIEDemo.java file...</p>

<pre><code>package edu.stanford.nlp.naturalli;

import edu.stanford.nlp.ie.util.RelationTriple;
import edu.stanford.nlp.io.IOUtils;
import edu.stanford.nlp.ling.CoreAnnotations;
import edu.stanford.nlp.pipeline.Annotation;
import edu.stanford.nlp.pipeline.StanfordCoreNLP;
import edu.stanford.nlp.semgraph.SemanticGraph;
import edu.stanford.nlp.semgraph.SemanticGraphCoreAnnotations;
import edu.stanford.nlp.util.CoreMap;
import edu.stanford.nlp.util.PropertiesUtils;

import java.util.Collection;
import java.util.List;
import java.util.Properties;

/**
 * A demo illustrating how to call the OpenIE system programmatically.
 * You can call this code with:
 *
 * &lt;pre&gt;
 *   java -mx1g -cp stanford-openie.jar:stanford-openie-models.jar edu.stanford.nlp.naturalli.OpenIEDemo
 * &lt;/pre&gt;
 *
 */
public class OpenIEDemo {

  private OpenIEDemo() {} // static main

  public static void main(String[] args) throws Exception {

    Properties props = new Properties();
    props.setProperty(""annotators"", ""tokenize, ssplit, pos, lemma, depparse, natlog, openie"");
    props.setProperty(""ner.model"", ""./ner/ner-model.ser.gz"");
    props.setProperty(""sup.relation.model"", ""./relation_extractor/relation_model_pipeline.ser.ser"");
    StanfordCoreNLP pipeline = new StanfordCoreNLP(props);

    // Annotate an example document.
    String text;
    if (args.length &gt; 0) {
      text = args[0];
    } else {
      text = ""Obama was born in Hawaii. He is our president."";
    }
    Annotation doc = new Annotation(text);
    pipeline.annotate(doc);

    // Loop over sentences in the document
    int sentNo = 0;
    for (CoreMap sentence : doc.get(CoreAnnotations.SentencesAnnotation.class)) {
      System.out.println(""Sentence #"" + ++sentNo + "": "" + sentence.get(CoreAnnotations.TextAnnotation.class));

      // Print SemanticGraph
      System.out.println(sentence.get(SemanticGraphCoreAnnotations.EnhancedDependenciesAnnotation.class).toString(SemanticGraph.OutputFormat.LIST));

      // Get the OpenIE triples for the sentence
      Collection&lt;RelationTriple&gt; triples = sentence.get(NaturalLogicAnnotations.RelationTriplesAnnotation.class);

      // Print the triples
      for (RelationTriple triple : triples) {
        System.out.println(triple.confidence + ""\t"" +
            triple.subjectLemmaGloss() + ""\t"" +
            triple.relationLemmaGloss() + ""\t"" +
            triple.objectLemmaGloss());
      }

      // Alternately, to only run e.g., the clause splitter:
      List&lt;SentenceFragment&gt; clauses = new OpenIE(props).clausesInSentence(sentence);
      for (SentenceFragment clause : clauses) {
        System.out.println(clause.parseTree.toString(SemanticGraph.OutputFormat.LIST));
      }
      System.out.println();
    }
  }
}
</code></pre>

<p>Thanks in advance.</p>
",Coreference & Relation Extraction,generate custom triple openiedemo java provided stanford nlp trained custom ner relation extraction model checked generating triple corenlp server using openiedemo java generate triple generating triple relation ha relation trained relation extraction model loading custom ner relation extraction model running script openiedemo java file thanks advance
How to replace a word by its most representative mention using Stanford CoreNLP Coreferences module,"<p>I am trying to figure out the way to rewrite sentences by ""resolving"" (replacing words with) their coreferences using Stanford Corenlp's Coreference module.</p>

<p>The idea is to rewrite a sentence like the following :</p>

<blockquote>
  <p>John drove to Judy’s house. He made her dinner.</p>
</blockquote>

<p>into </p>

<blockquote>
  <p>John drove to Judy’s house. John made Judy dinner.</p>
</blockquote>

<p>Here's the code I've been fooling around with : </p>

<pre><code>    private void doTest(String text){
    Annotation doc = new Annotation(text);
    pipeline.annotate(doc);


    Map&lt;Integer, CorefChain&gt; corefs = doc.get(CorefChainAnnotation.class);
    List&lt;CoreMap&gt; sentences = doc.get(CoreAnnotations.SentencesAnnotation.class);


    List&lt;String&gt; resolved = new ArrayList&lt;String&gt;();

    for (CoreMap sentence : sentences) {

        List&lt;CoreLabel&gt; tokens = sentence.get(CoreAnnotations.TokensAnnotation.class);

        for (CoreLabel token : tokens) {

            Integer corefClustId= token.get(CorefCoreAnnotations.CorefClusterIdAnnotation.class);
            System.out.println(token.word() +  "" --&gt; corefClusterID = "" + corefClustId);


            CorefChain chain = corefs.get(corefClustId);
            System.out.println(""matched chain = "" + chain);


            if(chain==null){
                resolved.add(token.word());
            }else{

                int sentINdx = chain.getRepresentativeMention().sentNum -1;
                CoreMap corefSentence = sentences.get(sentINdx);
                List&lt;CoreLabel&gt; corefSentenceTokens = corefSentence.get(TokensAnnotation.class);

                String newwords = """";
                CorefMention reprMent = chain.getRepresentativeMention();
                System.out.println(reprMent);
                for(int i = reprMent.startIndex; i&lt;reprMent.endIndex; i++){
                    CoreLabel matchedLabel = corefSentenceTokens.get(i-1); //resolved.add(tokens.get(i).word());
                    resolved.add(matchedLabel.word());

                    newwords+=matchedLabel.word()+"" "";

                }




                System.out.println(""converting "" + token.word() + "" to "" + newwords);
            }


            System.out.println();
            System.out.println();
            System.out.println(""-----------------------------------------------------------------"");

        }

    }


    String resolvedStr ="""";
    System.out.println();
    for (String str : resolved) {
        resolvedStr+=str+"" "";
    }
    System.out.println(resolvedStr);


}
</code></pre>

<p>The best output I was able to achieve for now is </p>

<blockquote>
  <p>John drove to Judy 's 's Judy 's house . John made Judy 's her dinner . </p>
</blockquote>

<p>which is not very brilliant ... </p>

<p>I'm pretty sure there is a MUCH easier way to do what I am trying to achieve.</p>

<p>Ideally, I would like to reorganize the sentence as a list of CoreLabels, so that I could keep the other data they have attached to them. </p>

<p>Any help appreciated.</p>
",Coreference & Relation Extraction,replace word representative mention using stanford corenlp coreference module trying figure way rewrite sentence resolving replacing word coreference using stanford corenlp coreference module idea rewrite sentence like following john drove judy house made dinner john drove judy house john made judy dinner code fooling around best output wa able achieve john drove judy judy house john made judy dinner brilliant pretty sure much easier way trying achieve ideally would like reorganize sentence list corelabels could keep data attached help appreciated
NLP - Finding parenthetical sentence,"<p>I need help to find parenthetical information in a sentence.</p>

<p>E.g.,</p>

<ol>
<li>Some foods, <strong>sugar for example</strong>, are not good for us.</li>
<li>Timothy, <strong>who lives near Stonehenge</strong>, goes to church regularly.
Are there any libraries in NLP to find parenthetical information in a sentence?
Chunking, Co-reference resolution, Dependency parser in NLP will not give efficient results in finding parenthetical sentences. And we cannot go by the pattern alone. 
E.g.,</li>
<li>commas , .......,</li>
<li>round brackets (.......)</li>
<li>long dashes —.......—</li>
</ol>

<p>There are so many exceptions to the above patterns. </p>
",Coreference & Relation Extraction,nlp finding parenthetical sentence need help find parenthetical information sentence e g food sugar example good u timothy life near stonehenge go church regularly library nlp find parenthetical information sentence chunking co reference resolution dependency parser nlp give efficient result finding parenthetical sentence go pattern alone e g comma round bracket long dash many exception pattern
"Transfer learning from Relation extraction to hate detection, does it make sense?","<p>so I recently finished my Neural Relation Extraction (RE) model the results were quite notable. I wanted to use transfer learning  with RE being the source task and Hate Detection (HD) is the target task. Does that make sense ?</p>

<p>The thing is in RE I labelled each word in the sentence whether it represents a Entity or Relation or Nothing, so I used categorical cross entropy and treated it a labelling problem, however in HD I will process the whole sentence not each word individually </p>

<p>So do you think using Transfer learning makes sense or the source topic and target topic must be somehow related.</p>

<p>Thank you</p>
",Coreference & Relation Extraction,transfer learning relation extraction hate detection doe make sense recently finished neural relation extraction model result quite notable wanted use transfer learning source task hate detection hd target task doe make sense thing labelled word sentence whether represents entity relation nothing used categorical cross entropy treated labelling problem however hd process whole sentence word individually think using transfer learning make sense source topic target topic must somehow related thank
Is it possible to give an input set of named entities as well as a set of sentences to coreNLP for coreference resolution,"<p>I am trying to do co-reference resolution on a data-set however Stanford's named entity recogniser is unable to properly classify the named entities within my set of text. As such is it possible to give the Stanford co-reference module a set of named entities and the text from a different NER such as NLTK as from my research so far it seems like you cannot split the pipeline up when it does coref? Ideally I would be able to use stanfords NER and then update it using my named entities from another NER before passing it to the coref module. Any help would be greatly appreciated. </p>

<p>I am doing this all in Python currently so I have tested a variety of Python wrappers for stanfordcoreNLP all of which seem to only have the catch all option of annotation to do coref thus making it not possible to achieve what I need. I also looked through the coreNLP documentation and could not find a clear answer as to whether, even in Java or using the server, this would be possible.</p>
",Coreference & Relation Extraction,possible give input set named entity well set sentence corenlp coreference resolution trying co reference resolution data set however stanford named entity recogniser unable properly classify named entity within set text possible give stanford co reference module set named entity text different ner nltk research far seems like split pipeline doe coref ideally would able use stanford ner update using named entity another ner passing coref module help would greatly appreciated python currently tested variety python wrapper stanfordcorenlp seem catch option annotation coref thus making possible achieve need also looked corenlp documentation could find clear answer whether even java using server would possible
When we run coreference resolution program it will throw an error how can i solve?,"<p>I am new to coreference resolution when we run the program it will throw an error i m very confused to resolve please help me with it</p>

<pre><code>    Annotation document = new Annotation(""Barack Obama was born in Hawaii.  He is the president. Obama was elected in 2008."");
    Properties props = new Properties();
    props.setProperty(""annotators"", ""tokenize,ssplit,pos,lemma,ner,parse,coref"");
    StanfordCoreNLP pipeline = new StanfordCoreNLP(props);
    pipeline.annotate(document);
    System.out.println(""---"");
    System.out.println(""coref chains"");
    for (CorefChain cc : document.get(CorefCoreAnnotations.CorefChainAnnotation.class).values()) {
      System.out.println(""\t"" + cc);
    }
    for (CoreMap sentence : document.get(CoreAnnotations.SentencesAnnotation.class)) {
      System.out.println(""---"");
      System.out.println(""mentions"");
      for (Mention m : sentence.get(CorefCoreAnnotations.CorefMentionsAnnotation.class)) {
        System.out.println(""\t"" + m);
       }
</code></pre>

<p>The error occured is mentioned below</p>

<pre><code>&gt; Exception in thread ""main"" java.lang.OutOfMemoryError: GC overhead limit exceeded
at java.util.Arrays.copyOfRange(Unknown Source)
at java.lang.String.&lt;init&gt;(Unknown Source)
at edu.stanford.nlp.util.StringUtils.splitOnChar(StringUtils.java:537)
at edu.stanford.nlp.coref.data.Dictionaries.loadGenderNumber(Dictionaries.java:405)
at edu.stanford.nlp.coref.data.Dictionaries.&lt;init&gt;(Dictionaries.java:676)
at edu.stanford.nlp.coref.data.Dictionaries.&lt;init&gt;(Dictionaries.java:576)
at edu.stanford.nlp.coref.CorefSystem.&lt;init&gt;(CorefSystem.java:32)
at edu.stanford.nlp.pipeline.CorefAnnotator.&lt;init&gt;(CorefAnnotator.java:66)
at edu.stanford.nlp.pipeline.AnnotatorImplementations.coref(AnnotatorImplementations.java:196)
at edu.stanford.nlp.pipeline.StanfordCoreNLP.lambda$getNamedAnnotators$53(StanfordCoreNLP.java:555)
at edu.stanford.nlp.pipeline.StanfordCoreNLP$$Lambda$24/544724190.apply(Unknown Source)
at edu.stanford.nlp.pipeline.StanfordCoreNLP.lambda$null$69(StanfordCoreNLP.java:625)
at edu.stanford.nlp.pipeline.StanfordCoreNLP$$Lambda$37/1673605040.get(Unknown Source)
at edu.stanford.nlp.util.Lazy$3.compute(Lazy.java:126)
at edu.stanford.nlp.util.Lazy.get(Lazy.java:31)
at edu.stanford.nlp.pipeline.AnnotatorPool.get(AnnotatorPool.java:149)
at edu.stanford.nlp.pipeline.StanfordCoreNLP.construct(StanfordCoreNLP.java:495)
at edu.stanford.nlp.pipeline.StanfordCoreNLP.&lt;init&gt;(StanfordCoreNLP.java:201)
at edu.stanford.nlp.pipeline.StanfordCoreNLP.&lt;init&gt;(StanfordCoreNLP.java:194)
at edu.stanford.nlp.pipeline.StanfordCoreNLP.&lt;init&gt;(StanfordCoreNLP.java:181)
at test.test.main(test.java:17)
</code></pre>
",Coreference & Relation Extraction,run coreference resolution program throw error solve new coreference resolution run program throw error confused resolve please help error occured mentioned
Coreference Resolution using OpenNLP,"<p>I want to do <em>""coreference resolution""</em> using OpenNLP. Documentation from Apache (<a href=""http://incubator.apache.org/opennlp/documentation/manual/opennlp.html#tools.coref"" rel=""noreferrer"">Coreference Resolution</a>) doesn't cover how to do <em>""coreference resolution""</em>. Does anybody have any docs/tutorial how to do this?</p>
",Coreference & Relation Extraction,coreference resolution using opennlp want coreference resolution using opennlp documentation apache coreference resolution cover coreference resolution doe anybody doc tutorial
Coreference Resolution with CoreNLP,"<p>I am trying to get CoreNLP to access CorefChains. My intention is that words like ""he, she, ..."" will be substituted by their best mention, but I am not able to access the CorefChains (they are always null). </p>

<pre><code>    public static void main (String [] args) {
         Properties props = new Properties();
         props.put(""annotators"", ""tokenize,ssplit,pos,lemma,ner,parse,dcoref"");
         props.put(""dcoref.score"", true);
         StanfordCoreNLP corefPipeline = new StanfordCoreNLP(props);
         String text = ""Barack Obama was born in Hawaii.  He is the president. Obama was elected in 2008."";
         Annotation document = new Annotation(text);
         corefPipeline.annotate(document);
         // Chains is always null
         Map&lt;Integer, CorefChain&gt; chains = document.get(CorefCoreAnnotations.CorefChainAnnotation.class);
}
</code></pre>
",Coreference & Relation Extraction,coreference resolution corenlp trying get corenlp access corefchains intention word like substituted best mention able access corefchains always null
Coreferencing in Google NLP API,"<p>I was testing the Google NLP API and found out that it works only for a single sentence. I was wondering if it works for multiple sentences at once with coreference as that would help a lot. I know about Stanford Coreference resolution and other tools but want to know if Goggle  NLP API does it?
Or can someone recommend a good accurate tool for coreference resolution.</p>
",Coreference & Relation Extraction,coreferencing google nlp api wa testing google nlp api found work single sentence wa wondering work multiple sentence coreference would help lot know stanford coreference resolution tool want know goggle nlp api doe someone recommend good accurate tool coreference resolution
How to get entities with direction in relation extraction?,"<p>I have been working with relation extraction for a week. But what I need is direction between two entities, such as Company_x got bought by Company_y. So the model should predict the entities like Company_y->bought-> Company_X. Any models you guys think will be helpful for this?</p>
",Coreference & Relation Extraction,get entity direction relation extraction working relation extraction week need direction two entity company x got bought company model predict entity like company bought company x model guy think helpful
How to access data from a MMAX2 annotated XML corpus,"<p>I have an annotated corpus for the task of Coreference Resolution. Can you let me know how to extract the data from xml file. I did the following but not work.</p>

<pre><code>from lxml import objectify
import pandas as pd

    xml = objectify.parse(open('Dari_Coref_2_coref_level.xml'))
    root = xml.getroot()

    df = pd.DataFrame(columns='markable')

    for i in range(0, 2):
        obj = root.getchildren()[i].getchildren()
        row = dict(zip(['markable'], [obj[0].text]))
        row_s = pd.Series(row)
        row_s.name = i
        df = df.append(row_s)

 print(df)
</code></pre>

<p>And the structure of my xml file is like:</p>

<pre><code> &lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;
&lt;!DOCTYPE markables SYSTEM ""markables.dtd""&gt;
&lt;markables xmlns=""www.eml.org/NameSpaces/coref""&gt;
&lt;markable id=""markable_1"" span=""word_1..word_4"" mentiontype=""ne""  
coref_class=""set_1""  mmax_level=""coref""  coreftype=""ident"" /&gt;
&lt;markable id=""markable_3"" span=""word_33..word_34"" mentiontype=""ne""  
coref_class=""set_2""  mmax_level=""coref""  coreftype=""ident"" /&gt;
&lt;markable id=""markable_2"" span=""word_5..word_9"" mentiontype=""np""  
coref_class=""set_1""  mmax_level=""coref""  coreftype=""ident"" /&gt;
&lt;markable id=""markable_5"" span=""word_89..word_90"" mentiontype=""np""  
coref_class=""set_3""  mmax_level=""coref""  coreftype=""ident"" /&gt;
&lt;markable id=""markable_4"" span=""word_35..word_44"" mentiontype=""np""  
coref_class=""set_2""  mmax_level=""coref""  coreftype=""ident"" /&gt;
&lt;markable id=""markable_7"" span=""word_124..word_126"" mentiontype=""ne""  
coref_class=""set_4""  mmax_level=""coref""  coreftype=""ident"" /&gt;
&lt;markable id=""markable_6"" span=""word_91..word_95"" mentiontype=""np""  
coref_class=""set_3""  mmax_level=""coref""  coreftype=""ident"" /&gt;
&lt;/markables&gt;
</code></pre>
",Coreference & Relation Extraction,access data mmax annotated xml corpus annotated corpus task coreference resolution let know extract data xml file following work structure xml file like
identity vs appositive coreference,"<p>what is the difference between identity coreference and appositive coreference?
In the following sentence for example:</p>

<p><code>Mohammad traveled to Washington last week. He was on leave of absence. The 30-year old man stayed in an hotel overlooking the National Mall.</code></p>

<p>As per what I understand, there is an identity coreference between <code>Mohammad</code> and <code>he</code>. Is there an appositive coreference between <code>he</code> and <code>the 30-year old man</code>? or <code>Mohammad</code> and <code>the 30-year old man'</code>? </p>
",Coreference & Relation Extraction,identity v appositive coreference difference identity coreference appositive coreference following sentence example per understand identity coreference appositive coreference
Corpus for Coreference Resolution Training,"<p>I have built a neural network for coreference resolution. I need a corpus for training the neural network. Since the OntoNotes corpus has become private is there an alternative? The corpus need not be large. Any alternative with few annotated documents is fine. I just need the coreference annotation other ones are not important to me.</p>

<p>PS: The language in context is ENGLISH.</p>
",Coreference & Relation Extraction,corpus coreference resolution training built neural network coreference resolution need corpus training neural network since ontonotes corpus ha become private alternative corpus need large alternative annotated document fine need coreference annotation one important p language context english
Subject Extraction of a paragraph/document using NLP,"<p>I am trying to build a subject extractor, simply put, read all the sentences of a paragraph and make a calculated guess to what the subject of the paragraph/article/document is. I <em>might</em> even upgrade it to a summerize depending on the progress I make.</p>

<p>There is a great deal of information on the internet. It is difficult to understand all of it and select a correct path, as I am not well versed with NLP.</p>

<p>I was hoping someone with some experience could point me in the right direction.</p>

<ol>
<li><p>I am NOT looking for a linguistic computation model, but rather an n-gram or neural network approach, something that has been done recently.</p></li>
<li><p>I am also looking into coreference resolution using n-grams, if anyone has any leads on that, it is much appreciated. Slightly familiar with the Stanford Coreferential Solver, but don't want to use it as is.</p></li>
</ol>

<p>Any information, ideas and opinions are welcome.</p>
",Coreference & Relation Extraction,subject extraction paragraph document using nlp trying build subject extractor simply put read sentence paragraph make calculated guess subject paragraph article document might even upgrade summerize depending progress make great deal information internet difficult understand select correct path well versed nlp wa hoping someone experience could point right direction looking linguistic computation model rather n gram neural network approach something ha done recently also looking coreference resolution using n gram anyone ha lead much appreciated slightly familiar stanford coreferential solver want use information idea opinion welcome
StanfordNLP custom relation extraction,"<p>I'm trying to make a custom relation extractor using Stanford NLP Core. I downloaded their file kill.corp. I trained this file.</p>

<p>Look at the example: <a href=""http://nlp.stanford.edu/software/relationExtractor.shtml"" rel=""nofollow noreferrer"">http://nlp.stanford.edu/software/relationExtractor.shtml</a></p>

<p>Now, when I use the following command to identify the kill relation by loading my model (kill model).</p>

<p><code>java -cp ""*"" edu.stanford.nlp.pipeline.StanfordCoreNLP -sup.relation.model=tmp/roth_relation_model_pipeline.ser -annotators tokenize,ssplit,pos,lemma,ner,parse,dcoref,relation</code></p>

<p>Because I did not have input file the terminal allows me to write a sentence - ""Joe killed Jack"" and it doesn't identify any relations. However, when I write a sentence with Live_In already built in StanfordNLP ""Julia lives in California"" it works fine.</p>

<p>Extracted the following MachineReading relation mentions:</p>

<blockquote>
  <p>RelationMention [type=Located_In, start=0, end=4, {Located_In, 0.37758087211058006; _NR, 0.2433177585101524; OrgBased_In, 0.15485273181687478; Live_In, 0.14393618927198826; Work_For, 0.08031244829040446}
      EntityMention [type=PEOPLE, objectId=EntityMention-3, hstart=0, hend=1, estart=0, eend=1, headPosition=0, value=""Julia"", corefID=-1]
      EntityMention [type=O, objectId=EntityMention-4, hstart=3, hend=4, estart=3, eend=4, headPosition=3, value=""California"", corefID=-1]</p>
</blockquote>

<p>How can I add kill as a relation and get my custom relation model to identify it?</p>
",Coreference & Relation Extraction,stanfordnlp custom relation extraction trying make custom relation extractor using stanford nlp core downloaded file kill corp trained file look example use following command identify kill relation loading model kill model input file terminal allows write sentence joe killed jack identify relation however write sentence live already built stanfordnlp julia life california work fine extracted following machinereading relation mention relationmention type located start end located nr orgbased live work entitymention type people objectid entitymention hstart hend estart eend headposition value julia corefid entitymention type objectid entitymention hstart hend estart eend headposition value california corefid add kill relation get custom relation model identify
Is it possible to get singleton mentions by stanford-nlp software?,"<p>We want to detect the mentions in our data by using the stanford-nlp coref annotator. It seems that the coref annotator does not create singleton chains (i.e. chains with only one mention) by default. Is it possible to configure the annotator so that the resulting annotation contains the signleton chains in addition to the non-singleton ones.</p>

<p>Thank you.</p>
",Coreference & Relation Extraction,possible get singleton mention stanford nlp software want detect mention data using stanford nlp coref annotator seems coref annotator doe create singleton chain e chain one mention default possible configure annotator resulting annotation contains signleton chain addition non singleton one thank
Interpreting output of Stanford CoreNLP&#39;s Coreference Resolution,"<p>Is there any API or a way to get <strong>Stanford CoreNLP's Coreference Resolution output</strong> in the form of <strong>text</strong> and not xml, so that it can be interpreted easily?</p>
",Coreference & Relation Extraction,interpreting output stanford corenlp coreference resolution api way get stanford corenlp coreference resolution output form text xml interpreted easily
