Title,Description,category,combined_text
How dependency parse tree is used for sentiment analysis?,"<p>With the announcement from Google on release of Parsey McParseface <a href=""https://research.googleblog.com/2016/05/announcing-syntaxnet-worlds-most.html"" rel=""nofollow noreferrer"">syntaxnet</a>
which is claimed to be the most accurate dependency parser. I want to understand how this parser can be used for more accurate sentiment analysis ? If someone can share some blogs or research papers or tutorials which can help me understand the overall flow.</p>
",Parsing & POS Tagging,dependency parse tree used sentiment analysis announcement google release parsey mcparseface syntaxnet claimed accurate dependency parser want understand parser used accurate sentiment analysis someone share blog research paper tutorial help understand overall flow
spaCy-like dependency graph navigation in CoreNLP,"<p>Is it possible to navigate the dependency parse tree in <code>CoreNLP</code> the way one does that in <code>spaCy</code> as described <a href=""https://spacy.io/docs/usage/dependency-parse#navigating"" rel=""nofollow noreferrer"">here</a>? So far I see that token attributes like lemmas, POS tags, etc. are retrievable through an index, e.g. <code>sent.lemmas(5)</code> returns the lemma of the sixth token. I am not sure this exists for dependency heads and relations. Is there an established way of using these apart from navigating the whole tree every time?</p>
",Parsing & POS Tagging,spacy like dependency graph navigation corenlp possible navigate dependency parse tree way one doe described far see token attribute like lemma po tag etc retrievable index e g return lemma sixth token sure exists dependency head relation established way using apart navigating whole tree every time
Can this sentence be parsed using this grammar?,"<p>Here is a selection of a lexicon and a grammar </p>

<blockquote>
  <p>Noun -> stench | breeze | wumpus | pits ...</p>
  
  <p>Verb -> is | feels | smells | smell | see | stinks ...</p>
  
  <p>Adjective -> right | dead | smelly | breezy ...</p>
  
  <p>Adverb -> here | ahead | nearby ...</p>
  
  <p>Pronoun -> me | you | I | it ...</p>
  
  <p>RelPro -> that | which | who | whom ...</p>
  
  <p>Name -> John | Mary | Boston ...</p>
  
  <p>Article -> the | a | an | every ...</p>
  
  <p>Prep -> to | in | on | near ...</p>
  
  <p>Conj -> and | or | but | yet ...</p>
  
  <p>Digit -> 0 | 1 | 2 | 3 | 4 ...</p>
</blockquote>

<p>Grammar rules is below:</p>

<blockquote>
  <p>S -> NP VP            | S Conj S</p>
  
  <p>NP -> Pronoun     | Namae    | Noun     | Article Noun     | Article
  Adjs Noun     | Digit Digit     | NP PP     | NP RelClause </p>
  
  <p>VP -> Verb    | VP NP    | VP Adjective    | VP PP    | VP Adverb </p>
  
  <p>Adjs -> Adjective     | Adjective Adjs </p>
  
  <p>PP -> Prep NP </p>
  
  <p>RelClause -> RelPro VP</p>
</blockquote>

<p>The Question: Is this sentence ""Mary smells the wumpus in the pit that stinks."" generated by this grammar?</p>

<p>My Answer: No, because ""pit"" was not defined in the grammar.</p>

<p>Question from me to experts at nlp: Is my logic and understanding of parse trees correct in and my given answer correct?  the reason it could not be generated because ""pit"" was not defined in the grammar. Note: I am able to create a parse tree and draw it, if i change the sentence to ""pits"".</p>
",Parsing & POS Tagging,sentence parsed using grammar selection lexicon grammar noun stench breeze wumpus pit verb feel smell smell see stink adjective right dead smelly breezy adverb ahead nearby pronoun relpro name john mary boston article every prep near conj yet digit grammar rule np vp conj np pronoun namae noun article noun article adjs noun digit digit np pp np relclause vp verb vp np vp adjective vp pp vp adverb adjs adjective adjective adjs pp prep np relclause relpro vp question sentence mary smell wumpus pit stink generated grammar answer pit wa defined grammar question expert nlp logic understanding parse tree correct given answer correct reason could generated pit wa defined grammar note able create parse tree draw change sentence pit
Where I can find edu.stanford.nlp.parser.nndep,"<p>I am trying to use Dependency Parser of Stanford's NLP in my project.
I am looking for <code>edu.stanford.nlp.parser.nndep.DependencyParser.class</code> but cannot find any jar. </p>

<p>Where I can find. Should I have to run all CoreNLP to build jar? </p>
",Parsing & POS Tagging,find edu stanford nlp parser nndep trying use dependency parser stanford nlp project looking find jar find run corenlp build jar
How to manipulate `dot` graph in python,"<p>Stanford dependency parser generates a graph in <code>dot</code> format, which looks something like this.</p>

<p>Sentence => ""John is a Computer Scientist""</p>

<pre><code>digraph G{
edge [dir=forward]
node [shape=plaintext]

0 [label=""0 (None)""]
0 -&gt; 5 [label=""root""]
1 [label=""1 (John)""]
2 [label=""2 (is)""]
3 [label=""3 (a)""]
4 [label=""4 (Computer)""]
5 [label=""5 (Scientist)""]
5 -&gt; 2 [label=""cop""]
5 -&gt; 4 [label=""compound""]
5 -&gt; 3 [label=""det""]
5 -&gt; 1 [label=""nsubj""]
}
</code></pre>

<p>I want to find terms like <code>Computer</code> and <code>Scientist</code> and combine them into one. I already have code that gives me which terms to be combined. However I am not able to find such terms in graph, and combine to generate a <code>dot</code> format output. I looked at <code>Graphviz</code> which can create new graph and plot and save files, but I could not find a way to search for nodes and combine them. How should I do this?</p>

<p>PS : I looked at <a href=""http://igraph.org/python/doc/tutorial/tutorial.html"" rel=""nofollow noreferrer"">iGraph</a>, however, it does not support reading <code>dot</code> format. I also found <code>graph-tools</code>, which I think is a very heavy utility for some simple task like this. (One of its dependency itself is about 200MB). Even in NetworkX documentation, I could not any method to search a node with a particular label. </p>
",Parsing & POS Tagging,manipulate graph python stanford dependency parser generates graph format look something like sentence john computer scientist want find term like combine one already code give term combined however able find term graph combine generate format output looked create new graph plot save file could find way search node combine p looked igraph however doe support reading format also found think heavy utility simple task like one dependency mb even networkx documentation could method search node particular label
NLP POS Tree understanding,"<p>How does tree gets formed in NLP -> parts of speech tagging. What is algorithm behind this? 
(S
   (NP Alice)
   (VP
      (V chased)
      (NP
         (Det the)
         (N rabbit))))</p>

<p>for instance how can Det ""the"" and N ""rabbit"" become NP (grouped under NP?)
What is algorithm behind tree formation and aggregation of nodes </p>
",Parsing & POS Tagging,nlp po tree understanding doe tree get formed nlp part speech tagging algorithm behind np alice vp v chased np det n rabbit instance det n rabbit become np grouped np algorithm behind tree formation aggregation node
How to get constituency-based parse tree from Parsey McParseface,"<p>Parsey McParsey returns a dependency-based parse tree by default, but is their a way to get a constituency-based parse tree from it?</p>

<p>EDIT: To clarify, by ""to get from it"" I mean from the Parsey itself. Though building a tree from ConLL output would be an option too.</p>
",Parsing & POS Tagging,get constituency based parse tree parsey mcparseface parsey mcparsey return dependency based parse tree default way get constituency based parse tree edit clarify get mean parsey though building tree conll output would option
Stanford CorenNLP Phrase POS tags and lemmatization explanation,"<p>I have this result during lemmatization of the phrase:</p>

<blockquote>
  <p>Gathered requirements</p>
</blockquote>

<p>Using the <a href=""http://corenlp.run/"" rel=""nofollow noreferrer"">corenlp online tool</a>, POS-tagging and lemmatization of this phrase results in:</p>

<p><a href=""https://i.sstatic.net/XQGIz.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/XQGIz.png"" alt=""enter image description here""></a></p>

<p>For some reason ""Gathered"" is given a POS-tag of ""JJ"" (""adjective""), which presumably results in the lemma being ""gathered"" rather than ""gather"".</p>

<p>If the input phrase is <code>gathered requirements</code> (i.e. lower-cased), then the POS tag is correctly identified as a verb, and the lemmatization result is what I expected:</p>

<p><a href=""https://i.sstatic.net/lgwR8.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/lgwR8.png"" alt=""enter image description here""></a></p>

<p>Why is CoreNLP identifying <code>Gathered</code> as an adjective rather than a verb?</p>
",Parsing & POS Tagging,stanford corennlp phrase po tag lemmatization explanation result lemmatization phrase gathered requirement using corenlp online tool po tagging lemmatization phrase result reason gathered given po tag jj adjective presumably result lemma gathered rather gather input phrase e lower cased po tag correctly identified verb lemmatization result expected corenlp identifying adjective rather verb
How to translate syntatic parse to a dependency parse tree?,"<p>Using <a href=""http://abiword.org/projects/link-grammar/"" rel=""nofollow noreferrer"">Link Grammar</a> I can have the syntaxic parse of sentences something like the following:</p>

<pre><code>    +-------------------Xp------------------+
    +-------&gt;WV-------&gt;+------Ost------+    |
    +-----Wd----+      |  +----Ds**x---+    |
    |     +Ds**c+--Ss--+  +-PHc+---A---+    |
    |     |     |      |  |    |       |    |
LEFT-WALL a  koala.n is.v a cute.a animal.n . 

    +---------------------Xp--------------------+
    +-------&gt;WV------&gt;+---------Osm--------+    |
    +-----Wd----+     |  +------Ds**x------+    |
    |     +Ds**c+--Ss-+  +--PHc-+-----A----+    |
    |     |     |     |  |      |          |    |
LEFT-WALL a  wolf.n is.v a dangerous.a animal.n . 

    +--------------------Xp--------------------+
    +-------&gt;WV------&gt;+--------Ost--------+    |
    +-----Wd----+     |  +------Ds**x-----+    |
    |     +Ds**c+--Ss-+  +--PHc-+----A----+    |
    |     |     |     |  |      |         |    |
LEFT-WALL a   dog.n is.v a faithful.a animal.n . 

    +-----------------------Xp----------------------+
    +-------&gt;WV-------&gt;+----------Osm----------+    |
    +-----Wd----+      |   +-------Ds**x-------+    |
    |     +Ds**c+--Ss--+   +--PHv--+-----A-----+    |
    |     |     |      |   |       |           |    |
LEFT-WALL a monkey.n is.v an independant.a animal.n . 
</code></pre>

<p>The problem with this that it's not possible AFAIK to make sens
of that output programmatically; It seems like the way to go
is to convert that syntaxic output to a dependency parse tree
how can I achieve that?</p>
",Parsing & POS Tagging,translate syntatic parse dependency parse tree using link grammar syntaxic parse sentence something like following problem possible afaik make sen output programmatically seems like way go convert syntaxic output dependency parse tree achieve
How to use bag of words or tf-idf to classify text,"<p>I have a general question regarding classifying using bag of words or similar methods.</p>

<p>I have text that I am trying to classify.The classes are known to me and I know that each sentence of the text belongs to one type of sentences.For example sentence 1 should be an order,Sentence 2 should be news, etc.</p>

<p>So what I was thinking is to use n-gram generation for feature extraction and my idea is that n-grams of words can be helpful for the machine to find the right category.But implementing the idea using Python is not easy for me.I can not connect concepts with impelementation. For example I am not sure if I have to supply all possible chunks of POS tags that can belong to each category or the machine can find them.Also, I feel that n-grams can be helpful in this kind of analysis.But I don't know how.</p>

<p>It would be great if can give me some ideas or tell me the steps I should take to do this kind of classification.</p>

<p>Best</p>
",Parsing & POS Tagging,use bag word tf idf classify text general question regarding classifying using bag word similar method text trying classify class known know sentence text belongs one type sentence example sentence order sentence news etc wa thinking use n gram generation feature extraction idea n gram word helpful machine find right category implementing idea using python easy connect concept impelementation example sure supply possible chunk po tag belong category machine find also feel n gram helpful kind analysis know would great give idea tell step take kind classification best
Finding POS-TAG Frequency in sentences of a corpus,"<p>Q. Finding pos-tag frequency/ sentence. Forgive me I am new to python started about 4 months ago. I was able to figure out how to apply pos-tags to the words in the document.</p>

<pre><code>        train_text = SOME TEXT 1
        sample_text = SOME TEXT 2

        custom_sent_tokenizer = PunktSentenceTokenizer(train_text)

        tokenized = custom_sent_tokenizer.tokenize(sample_text)

def process_content():
    try:
       for i in tokenized:
          words = nltk.word_tokenize(i)
          tagged = nltk.pos_tag(words)
          print(tagged)

    except Exception as e:
      print(str(e))
 process_content()
</code></pre>

<p>Now here is where I have no idea to proceed. At this point I am interested in calculating the frequency of certain POS_TAGs per sentence. Then when I do that, I want to plot the sentence length (number of words) in relation to the number of the POS-TAGs I identified. When I tried to do this I was only able to find the frequency of the post-tags in the whole document in relation to all the words in the document. Even though I tokenized already I am still getting the whole document when I analyze. Help this is driving my nuts!</p>
",Parsing & POS Tagging,finding po tag frequency sentence corpus q finding po tag frequency sentence forgive new python started month ago wa able figure apply po tag word document idea proceed point interested calculating frequency certain po tag per sentence want plot sentence length number word relation number po tag identified tried wa able find frequency post tag whole document relation word document even though tokenized already still getting whole document analyze help driving nut
How to extract the primary subject and object phrases from a complex sentence?,"<p>In the documentation for the Stanford Parser, the following example sentence is given: </p>

<blockquote>
  <p>The strongest rain ever recorded in India shut down the financial hub
  of Mumbai, snapped communication lines, closed airports and forced
  thousands of people to sleep in their offices or walk home during the
  night, officials said today.</p>
</blockquote>

<p>This produces the parse tree:</p>

<blockquote>
  <p>[ROOT [S [S [NP [NP [DT The] [JJS strongest] [NN rain] ] [VP [ADVP [RB
  ever] ] [VBN recorded][PP [IN in] [NP [NNP India] ] ] ] ] [VP [VP [VBD
  shut] [PRT [RP down] ] [NP [NP [DT the] [JJ financial] [NN hub] ] [PP
  [IN of] [NP [NNP Mumbai] ] ] ] ] [, ,] [VP [VBD snapped] [NP [NN
  communication] [NNS lines] ] ] [, ,] [VP [VBD closed] [NP [NNS
  airports] ] ] [CC and] [VP [VBD forced] [NP [NP [NNS thousands] ] [PP
  [IN of] [NP [NNS people] ] ] ] [S [VP [TO to] [VP [VP [VB sleep] [PP
  [IN in] [NP [PRP$ their] [NNS offices] ] ] ] [CC or] [VP [VB walk] [NP
  [NN home] ] [PP [IN during] [NP [DT the] [NN night] ] ] ] ] ] ] ] ] ]
  [, ,] [NP [NNS officials] ] [VP [VBD said] [NP-TMP [NN today] ] ] [.
  .] ] ]</p>
</blockquote>

<p>(see <a href=""https://i.sstatic.net/yjnJT.png"" rel=""nofollow"">https://i.sstatic.net/yjnJT.png</a>).</p>

<p><strong>What sort of NLP tool would be able to output the sentential subject and object from the above complex sentence example?</strong> Desired output:</p>

<pre><code>sentence_subj_phrase = ""the strongest rain ever recorded in India""
sentence_obj_phrase = ""the financial hub of Mumbai""
</code></pre>

<p><strong>FROM ORIGINAL OP's POST</strong> (It's just details about what he's thinks doesn't work):</p>

<p>A naive way of extracting the subject and object in a sentence is to find the noun phrases immediately preceding and succeeding the verb. In complex sentences, however, there are multiple verbs, and thus multiple subjects and objects. It is possible to consider complex sentences like this as multiple sentences (using the first part of the independent clause as the ""root"", and replacing the second part with each of the dependent clauses), but usually the first clause is the most important and could be considered the main ""topic"" of the sentence.</p>

<p>Doing a simple BFS to find the first NP prior to a verb will result in ""officials"" being the subject, since it is at the lowest depth level. This doesn't capture the intuition of the first clause containing the subject. One approach I tried was searching for the NPs in the first ""base"" S node (i.e., lowest level subtree rooted at an S node), but in this case that would capture nodes rooted at S<sub>3</sub>.</p>
",Parsing & POS Tagging,extract primary subject object phrase complex sentence documentation stanford parser following example sentence given strongest rain ever recorded india shut financial hub mumbai snapped communication line closed airport forced thousand people sleep office walk home night official said today produce parse tree root np np dt jjs strongest nn rain vp advp rb ever vbn recorded pp np nnp india vp vp vbd shut prt rp np np dt jj financial nn hub pp np nnp mumbai vp vbd snapped np nn communication nns line vp vbd closed np nns airport cc vp vbd forced np np nns thousand pp np nns people vp vp vp vb sleep pp np prp nns office cc vp vb walk np nn home pp np dt nn night np nns official vp vbd said np tmp nn today see sort nlp tool would able output sentential subject object complex sentence example desired output original op post detail think work naive way extracting subject object sentence find noun phrase immediately preceding succeeding verb complex sentence however multiple verb thus multiple subject object possible consider complex sentence like multiple sentence using first part independent clause root replacing second part dependent clause usually first clause important could considered main topic sentence simple bfs find first np prior verb result official subject since lowest depth level capture intuition first clause containing subject one approach tried wa searching np first base node e lowest level subtree rooted node case would capture node rooted
How to convert Earley recognizer to Earley Parser,"<p>I have implemented an Earley Recognizer algorithm. I am having trouble figuring out how to get the parse tree from the chart. I have back pointers pointing to the rule that ""generated"" the rule being added to the chart, but I am taking this quite literally in that, for the current rule <code>R1</code>:</p>

<p>1) if it has a terminal after the dot, check the terminal against the input sentence, add the rule <code>R2</code> to the next column where <code>R2</code> is the same as <code>R1</code> but with the dot shifted. The back pointer of <code>R2</code> = the back pointer of <code>R1</code>. </p>

<p>2) if there is a non terminal after the dot, add new rules to the current column and the back pointers for each of the new rules point to <code>R1</code></p>

<p>3) if there is nothing after the dot (completed rule), then <code>R1</code> is complete, so we scan in the column (less than curr column) associated with <code>R1</code>, find all rules <code>Rj</code> that have the left hand side of <code>R1</code> after the dot, add <code>Rj</code> to the current column but shift the dot, make the backpointer of <code>Rj</code> point to <code>R1</code>.</p>

<p>I don't think I am getting the right output, so I'm wondering if it's a problem with my logic. What needs to be done to the Earley recognizer to convert it to an Earley parser? </p>

<p>I have a <code>print_parse</code> method which recurses on the back pointers of the rules, but I don't think it produces the correct output. For the sentence</p>

<p><code>Papa ate the caviar</code></p>

<p>with (ignoring probabilities) grammar</p>

<pre><code>1   ROOT    S
1   S   NP VP
0.8 NP  Det N
0.1 NP  NP PP
0.7 VP  V NP
0.3 VP  VP PP
1   PP  P NP
0.1 NP  Papa
0.5 N   caviar
0.5 N   spoon
1   V   ate
1   P   with
0.5 Det the
0.5 Det a
</code></pre>

<p>it generates:</p>

<pre><code>(ROOT ['S'])(S ['NP', 'VP'])(NP ['Papa'])(S ['NP', 'VP'])(VP ['V', 'NP'])(V ['ate'])(VP ['V', 'NP'])(NP ['Det', 'N'])(Det ['the'])(NP ['Det', 'N'])(N ['caviar'])(ROOT ['S'])
</code></pre>

<p>I know the parse chart is correct however as I've checked it against doing the parse table manually (by hand). 
I know other questions have been asked about this, but they all point to papers and frankly they are difficult. I would really appreciate some help. </p>
",Parsing & POS Tagging,convert earley recognizer earley parser implemented earley recognizer algorithm trouble figuring get parse tree chart back pointer pointing rule generated rule added chart taking quite literally current rule ha terminal dot check terminal input sentence add rule next column dot shifted back pointer back pointer non terminal dot add new rule current column back pointer new rule point nothing dot completed rule complete scan column le curr column associated find rule left hand side dot add current column shift dot make backpointer point think getting right output wondering problem logic need done earley recognizer convert earley parser method recurses back pointer rule think produce correct output sentence ignoring probability grammar generates know parse chart correct however checked parse table manually hand know question asked point paper frankly difficult would really appreciate help
An Algorithm to Determine How Similar Two Sentences Are,"<p>A friend of mine had an idea to make a speed reading program that displays words one by one (much like currently existing speed reading programs). However, the program would filter out words that aren't completely necessary to the meaning (if you want to skim something). </p>

<p>I have starting to implement this program, but I'm not quite sure on what the algorithm to get rid of ""unimportant"" words should be. </p>

<p>My idea is to parse the sentence (I'm currently using Stanford Parser) and somehow assign weights based on how important that word is to the sentence's meaning to each word then start removing words with the with the lowest weights. I will continue to do this, check how ""different"" the original tree and the new tree is. I will continue to remove the word with the lowest weight until the two trees are too different (I will determine some constant via a ""calibration"" process that each user goes through once). Finally, I will go through each word of the shortened sentence and try to replace it with a simpler or shorter synonym for that word (again while still trying to retain value).</p>

<p>As well, there will be special cases for very common words like ""the,"" ""a,"" and ""of.""</p>

<p>For example:</p>

<p>""Billy said to Jane, 'Do you want to go out?'""</p>

<p>Would become:</p>

<p>""Billy told Jane 'want go out?'""</p>

<p>This would retain basically all of the meaning of the sentence but shortened it significantly. </p>

<p><strong>Is this a good idea for an algorithm and if so how would I assign the weights, what tree comparison algorithm should I use, and is inserting the synonyms done in a good place (i.e. should it be done before I try to remove any words)?</strong></p>
",Parsing & POS Tagging,algorithm determine similar two sentence friend mine idea make speed reading program display word one one much like currently existing speed reading program however program would filter word completely necessary meaning want skim something starting implement program quite sure algorithm get rid unimportant word idea parse sentence currently using stanford parser somehow assign weight based important word sentence meaning word start removing word lowest weight continue check different original tree new tree continue remove word lowest weight two tree different determine constant via calibration process user go finally go word shortened sentence try replace simpler shorter synonym word still trying retain value well special case common word like example billy said jane want go would become billy told jane want go would retain basically meaning sentence shortened significantly good idea algorithm would assign weight tree comparison algorithm use inserting synonym done good place e done try remove word
How to keep punctuation in Stanford dependency parser,"<p>I am using Stanford CoreNLP (01.2016 version) and I would like to keep the punctuation in the dependency relations. I have found some ways for doing that when you run it from command line, but I didn't find anything regarding the java code which extracts the dependency relations.</p>

<p>Here is my current code. It works, but no punctuation is included:</p>

<pre><code>Annotation document = new Annotation(text);

        Properties props = new Properties();

        props.setProperty(""annotators"", ""tokenize, ssplit, pos, lemma, parse"");

        props.setProperty(""ssplit.newlineIsSentenceBreak"", ""always"");

        props.setProperty(""ssplit.eolonly"", ""true"");

        props.setProperty(""pos.model"", modelPath1);

        props.put(""parse.model"", modelPath );

        StanfordCoreNLP pipeline = new StanfordCoreNLP(props);

        pipeline.annotate(document);

        LexicalizedParser lp = LexicalizedParser.loadModel(modelPath + lexparserNameEn,

                ""-maxLength"", ""200"", ""-retainTmpSubcategories"");

        TreebankLanguagePack tlp = new PennTreebankLanguagePack();

        GrammaticalStructureFactory gsf = tlp.grammaticalStructureFactory();

        List&lt;CoreMap&gt; sentences = document.get(SentencesAnnotation.class);

        for (CoreMap sentence : sentences) {

            List&lt;CoreLabel&gt; words = sentence.get(CoreAnnotations.TokensAnnotation.class);               

            Tree parse = lp.apply(words);

            GrammaticalStructure gs = gsf.newGrammaticalStructure(parse);
            Collection&lt;TypedDependency&gt; td = gs.typedDependencies();

            parsedText += td.toString() + ""\n"";
</code></pre>

<p>Any kind of dependency relation is OK for me, basic, typed, collapsed, etc.
I just want to include the punctuation marks.</p>

<p>Thanks in advance,</p>
",Parsing & POS Tagging,keep punctuation stanford dependency parser using stanford corenlp version would like keep punctuation dependency relation found way run command line find anything regarding java code extract dependency relation current code work punctuation included kind dependency relation ok basic typed collapsed etc want include punctuation mark thanks advance
How to programmatically determine the Parts of Speech tag of a word?,"<p>Been wondering how to determine the POS tag of a word accurately. I played with POS taggers such as Stanford NLP etc, but they hit and miss as a word like ""respond"" is sometimes tagged as a NN (noun) when it is a verb (VB).</p>

<p>Would querying wordnet, or a dictionary dump be more accurate? Eg the word ""respond"" is a verb, and can also be a noun. Or perhaps infer from ngrams or add in a frequency based sanity check?</p>
",Parsing & POS Tagging,programmatically determine part speech tag word wondering determine po tag word accurately played po tagger stanford nlp etc hit miss word like respond sometimes tagged nn noun verb vb would querying wordnet dictionary dump accurate eg word respond verb also noun perhaps infer ngrams add frequency based sanity check
Stanford Dependency Parser - how to get spans?,"<p>I'm doing dependency parsing with the Stanford library in Java.
Is there any way to get back the indices within my original string of a dependency?
I have tried to call the getSpans() method, but it returns null for every token:</p>

<pre><code>LexicalizedParser lp = LexicalizedParser.loadModel(
        ""edu/stanford/nlp/models/lexparser/englishPCFG.ser.gz"",
        ""-maxLength"", ""80"", ""-retainTmpSubcategories"");
TreebankLanguagePack tlp = new PennTreebankLanguagePack();
GrammaticalStructureFactory gsf = tlp.grammaticalStructureFactory();
Tree parse = lp.apply(text);
GrammaticalStructure gs = gsf.newGrammaticalStructure(parse);
Collection&lt;TypedDependency&gt; tdl = gs.typedDependenciesCollapsedTree();
for(TypedDependency td:tdl)
{
      td.gov().getSpan()  // it's null!
      td.dep().getSpan()  // it's null!
}
</code></pre>

<p>Any idea?</p>
",Parsing & POS Tagging,stanford dependency parser get span dependency parsing stanford library java way get back index within original string dependency tried call getspans method return null every token idea
Spacy NLP - Chunking with Regular Expressions,"<p>Spacy includes the <code>noun_chunks</code> functionality to retrieve set of Noun -Phrases. 
The function <code>english_noun_chunks</code> (attached below) uses <code>word.pos == NOUN</code></p>

<pre><code>def english_noun_chunks(doc):
    labels = ['nsubj', 'dobj', 'nsubjpass', 'pcomp', 'pobj',
              'attr', 'root']
    np_deps = [doc.vocab.strings[label] for label in labels]
    conj = doc.vocab.strings['conj']
    np_label = doc.vocab.strings['NP']
    for i in range(len(doc)):
        word = doc[i]
        if word.pos == NOUN and word.dep in np_deps:
            yield word.left_edge.i, word.i+1, np_label
        elif word.pos == NOUN and word.dep == conj:
            head = word.head
            while head.dep == conj and head.head.i &lt; head.i:
                head = head.head
            # If the head is an NP, and we're coordinated to it, we're an NP
            if head.dep in np_deps:
                yield word.left_edge.i, word.i+1, np_label
</code></pre>

<p>I would like to get chunks from a sentence that maintain some regular expression. For example, I phrase of zero or more adjectives followed by one or more nouns.</p>

<pre><code>{(&lt;JJ&gt;)*(&lt;NN | NNS | NNP&gt;)+}
</code></pre>

<p>Is it possible w/o overriding the <code>english_noun_chunks</code> function? </p>
",Parsing & POS Tagging,spacy nlp chunking regular expression spacy includes functionality retrieve set noun phrase function attached us would like get chunk sentence maintain regular expression example phrase zero adjective followed one noun possible w overriding function
Using the Stanford Dependency Parser on a previously tagged sentence,"<p>I'm currently using the Twitter POS tagger <a href=""http://www.ark.cs.cmu.edu/TweetNLP/"" rel=""nofollow"">available here</a> to tag out tweets into the Penn-Tree Bank tags.  </p>

<p>Here is that code:</p>

<pre><code>import java.util.List;

import cmu.arktweetnlp.Tagger;
import cmu.arktweetnlp.Tagger.TaggedToken;

/* Tags the tweet text */
List&lt;TaggedToken&gt; tagTweet(String text) throws IOException {

    // Loads Penn Treebank POS tags
    tagger.loadModel(""res/model.ritter_ptb_alldata_fixed.txt"");

    // Tags the tweet text
    taggedTokens = tagger.tokenizeAndTag(text);

    return taggedTokens;
}
</code></pre>

<p>Now I need to identify where the direct objects are in these tags.  After some searching, I've discovered that the Stanford Parser can do this, by way of the Stanford Typed Dependencies, (<a href=""http://nlp.stanford.edu:8080/parser/"" rel=""nofollow"">online example</a>).  By using the dobj() call, I should be able to get what I need.</p>

<p>However, I have not found any good documentation about how to feed already-tagged sentences into this tool.  From what I understand, before using the Dependency Parser I need to create a tree from the sentence's tokens/tags. How is this done? I have not been able to find any example code.</p>

<p>The Twitter POS Tagger contains an instance of the Stanford NLP Tools, so I'm not far off, however I am not familiar enough with the Stanford tools to feed my POS-tagged text into it in order to get the dependency parser to work properly.  <a href=""http://nlp.stanford.edu/software/parser-faq.shtml#f"" rel=""nofollow"">The FAQ does mention this functionality</a>, but without any example code to go off of, I'm a bit stuck.</p>
",Parsing & POS Tagging,using stanford dependency parser previously tagged sentence currently using twitter po tagger available tag tweet penn tree bank tag code need identify direct object tag searching discovered stanford parser way stanford typed dependency online example using dobj call able get need however found good documentation feed already tagged sentence tool understand using dependency parser need create tree sentence token tag done able find example code twitter po tagger contains instance stanford nlp tool far however familiar enough stanford tool feed po tagged text order get dependency parser work properly faq doe mention functionality without example code go bit stuck
How to get a tree visualization for google nl api?,"<p>How can you develop a tree for the syntax analysis in google nl api. Like stanford corenlp uses brat annotation tool to generate the tree. Can we use something like that to generate a dependency parse tree for the json response for google nl api, if so how? </p>

<p>Thanks in advance :)</p>
",Parsing & POS Tagging,get tree visualization google nl api develop tree syntax analysis google nl api like stanford corenlp us brat annotation tool generate tree use something like generate dependency parse tree json response google nl api thanks advance
How do I interpret the results of a sentence&#39;s parse tree built using Spacy in Python?,"<p>I'm trying to build and interpret the results of a parse tree of a sentence using Spacy in Python.
I've used the below code for the same : </p>

<pre><code>from spacy.en import English
nlp=English()
example = ""The angry bear chased the frightened little squirrel""
parsedEx = nlp(unicode(example))
for token in parsedEx:
   print(""Head:"", token.head, "" Left:"",token.left_edge, "" Right:"",token.right_edge ,"" Relationship:"",token.dep_)
</code></pre>

<p>The code gave the below result.Can someone tell me how to interpret it? Thanks in advance!</p>

<pre><code> ('Head:', bear, ' Left:', The, ' Right:', The, ' Relationship:', u'det')
   ('Head:', bear, ' Left:', angry, ' Right:', angry, ' Relationship:', u'amod')
   ('Head:', chased, ' Left:', The, ' Right:', bear, ' Relationship:', u'nsubj')
   ('Head:', chased, ' Left:', The, ' Right:', squirrel, ' Relationship:', u'ROOT')
   ('Head:', squirrel, ' Left:', the, ' Right:', the, ' Relationship:', u'det')
   ('Head:', squirrel, ' Left:', frightened, ' Right:', frightened, ' Relationship:', u'amod')
   ('Head:', squirrel, ' Left:', little, ' Right:', little, ' Relationship:', u'amod')
   ('Head:', chased, ' Left:', the, ' Right:', squirrel, ' Relationship:', u'dobj')
</code></pre>
",Parsing & POS Tagging,interpret result sentence parse tree built using spacy python trying build interpret result parse tree sentence using spacy python used code code gave result someone tell interpret thanks advance
